Date,Hospital,Blood Type,Demand
04-01-2024,Apollo KH Hospital,O-,130
05-01-2024,Apollo KH Hospital,O-,127
06-01-2024,Apollo KH Hospital,O-,131
07-01-2024,Apollo KH Hospital,O-,127
08-01-2024,Apollo KH Hospital,O-,138
09-01-2024,Apollo KH Hospital,O-,136
10-01-2024,Apollo KH Hospital,O-,136
11-01-2024,Apollo KH Hospital,O-,141
12-01-2024,Apollo KH Hospital,O-,136
13-01-2024,Apollo KH Hospital,O-,144
14-01-2024,Apollo KH Hospital,O-,140
15-01-2024,Apollo KH Hospital,O-,141
16-01-2024,Apollo KH Hospital,O-,136
17-01-2024,Apollo KH Hospital,O-,141
18-01-2024,Apollo KH Hospital,O-,133
19-01-2024,Apollo KH Hospital,O-,129
20-01-2024,Apollo KH Hospital,O-,133
21-01-2024,Apollo KH Hospital,O-,129
22-01-2024,Apollo KH Hospital,O-,128
23-01-2024,Apollo KH Hospital,O-,128
24-01-2024,Apollo KH Hospital,O-,143
25-01-2024,Apollo KH Hospital,O-,144
26-01-2024,Apollo KH Hospital,O-,144
27-01-2024,Apollo KH Hospital,O-,130
28-01-2024,Apollo KH Hospital,O-,143
29-01-2024,Apollo KH Hospital,O-,135
30-01-2024,Apollo KH Hospital,O-,131
01-01-2024,Apollo KH Hospital,AB+,125
02-01-2024,Apollo KH Hospital,AB+,127
03-01-2024,Apollo KH Hospital,AB+,115
04-01-2024,Apollo KH Hospital,AB+,130
05-01-2024,Apollo KH Hospital,AB+,127
06-01-2024,Apollo KH Hospital,AB+,126
07-01-2024,Apollo KH Hospital,AB+,122
08-01-2024,Apollo KH Hospital,AB+,128
09-01-2024,Apollo KH Hospital,AB+,128
10-01-2024,Apollo KH Hospital,AB+,124
11-01-2024,Apollo KH Hospital,AB+,129
12-01-2024,Apollo KH Hospital,AB+,130
13-01-2024,Apollo KH Hospital,AB+,117
14-01-2024,Apollo KH Hospital,AB+,114
15-01-2024,Apollo KH Hospital,AB+,121
16-01-2024,Apollo KH Hospital,AB+,130
17-01-2024,Apollo KH Hospital,AB+,116
18-01-2024,Apollo KH Hospital,AB+,133
19-01-2024,Apollo KH Hospital,AB+,128
20-01-2024,Apollo KH Hospital,AB+,128
21-01-2024,Apollo KH Hospital,AB+,127
22-01-2024,Apollo KH Hospital,AB+,127
23-01-2024,Apollo KH Hospital,AB+,115
24-01-2024,Apollo KH Hospital,AB+,126
25-01-2024,Apollo KH Hospital,AB+,127
26-01-2024,Apollo KH Hospital,AB+,132
27-01-2024,Apollo KH Hospital,AB+,120
28-01-2024,Apollo KH Hospital,AB+,116
29-01-2024,Apollo KH Hospital,AB+,128
30-01-2024,Apollo KH Hospital,AB+,127
01-01-2024,Apollo KH Hospital,AB-,136
02-01-2024,Apollo KH Hospital,AB-,141
03-01-2024,Apollo KH Hospital,AB-,129
04-01-2024,Apollo KH Hospital,AB-,126
05-01-2024,Apollo KH Hospital,AB-,142
06-01-2024,Apollo KH Hospital,AB-,138
07-01-2024,Apollo KH Hospital,AB-,128
08-01-2024,Apollo KH Hospital,AB-,133
09-01-2024,Apollo KH Hospital,AB-,130
10-01-2024,Apollo KH Hospital,AB-,140
11-01-2024,Apollo KH Hospital,AB-,130
12-01-2024,Apollo KH Hospital,AB-,135
13-01-2024,Apollo KH Hospital,AB-,140
14-01-2024,Apollo KH Hospital,AB-,136
15-01-2024,Apollo KH Hospital,AB-,143
16-01-2024,Apollo KH Hospital,AB-,127
17-01-2024,Apollo KH Hospital,AB-,133
18-01-2024,Apollo KH Hospital,AB-,126
19-01-2024,Apollo KH Hospital,AB-,132
20-01-2024,Apollo KH Hospital,AB-,136
21-01-2024,Apollo KH Hospital,AB-,141
22-01-2024,Apollo KH Hospital,AB-,138
23-01-2024,Apollo KH Hospital,AB-,127
24-01-2024,Apollo KH Hospital,AB-,138
25-01-2024,Apollo KH Hospital,AB-,125
26-01-2024,Apollo KH Hospital,AB-,138
27-01-2024,Apollo KH Hospital,AB-,131
28-01-2024,Apollo KH Hospital,AB-,131
29-01-2024,Apollo KH Hospital,AB-,140
30-01-2024,Apollo KH Hospital,AB-,135
01-01-2024,Sri Narayani Hospital,A+,125
02-01-2024,Sri Narayani Hospital,A+,139
03-01-2024,Sri Narayani Hospital,A+,121
04-01-2024,Sri Narayani Hospital,A+,132
05-01-2024,Sri Narayani Hospital,A+,125
06-01-2024,Sri Narayani Hospital,A+,124
07-01-2024,Sri Narayani Hospital,A+,120
08-01-2024,Sri Narayani Hospital,A+,125
09-01-2024,Sri Narayani Hospital,A+,125
10-01-2024,Sri Narayani Hospital,A+,135
11-01-2024,Sri Narayani Hospital,A+,123
12-01-2024,Sri Narayani Hospital,A+,130
13-01-2024,Sri Narayani Hospital,A+,128
14-01-2024,Sri Narayani Hospital,A+,122
15-01-2024,Sri Narayani Hospital,A+,138
16-01-2024,Sri Narayani Hospital,A+,127
17-01-2024,Sri Narayani Hospital,A+,124
18-01-2024,Sri Narayani Hospital,A+,123
19-01-2024,Sri Narayani Hospital,A+,125
20-01-2024,Sri Narayani Hospital,A+,121
21-01-2024,Sri Narayani Hospital,A+,139
22-01-2024,Sri Narayani Hospital,A+,130
23-01-2024,Sri Narayani Hospital,A+,123
24-01-2024,Sri Narayani Hospital,A+,134
25-01-2024,Sri Narayani Hospital,A+,125
26-01-2024,Sri Narayani Hospital,A+,136
27-01-2024,Sri Narayani Hospital,A+,125
28-01-2024,Sri Narayani Hospital,A+,138
29-01-2024,Sri Narayani Hospital,A+,121
30-01-2024,Sri Narayani Hospital,A+,134
01-01-2024,Sri Narayani Hospital,A-,142
02-01-2024,Sri Narayani Hospital,A-,136
03-01-2024,Sri Narayani Hospital,A-,135
04-01-2024,Sri Narayani Hospital,A-,128
05-01-2024,Sri Narayani Hospital,A-,129
06-01-2024,Sri Narayani Hospital,A-,127
07-01-2024,Sri Narayani Hospital,A-,142
08-01-2024,Sri Narayani Hospital,A-,143
09-01-2024,Sri Narayani Hospital,A-,124
10-01-2024,Sri Narayani Hospital,A-,143
11-01-2024,Sri Narayani Hospital,A-,140
12-01-2024,Sri Narayani Hospital,A-,135
13-01-2024,Sri Narayani Hospital,A-,138
14-01-2024,Sri Narayani Hospital,A-,124
15-01-2024,Sri Narayani Hospital,A-,137
16-01-2024,Sri Narayani Hospital,A-,129
17-01-2024,Sri Narayani Hospital,A-,128
18-01-2024,Sri Narayani Hospital,A-,134
19-01-2024,Sri Narayani Hospital,A-,127
20-01-2024,Sri Narayani Hospital,A-,136
21-01-2024,Sri Narayani Hospital,A-,134
22-01-2024,Sri Narayani Hospital,A-,126
23-01-2024,Sri Narayani Hospital,A-,124
24-01-2024,Sri Narayani Hospital,A-,129
25-01-2024,Sri Narayani Hospital,A-,141
26-01-2024,Sri Narayani Hospital,A-,133
27-01-2024,Sri Narayani Hospital,A-,128
28-01-2024,Sri Narayani Hospital,A-,133
29-01-2024,Sri Narayani Hospital,A-,135
30-01-2024,Sri Narayani Hospital,A-,125
01-01-2024,Sri Narayani Hospital,B+,146
02-01-2024,Sri Narayani Hospital,B+,127
03-01-2024,Sri Narayani Hospital,B+,131
04-01-2024,Sri Narayani Hospital,B+,135
05-01-2024,Sri Narayani Hospital,B+,143
06-01-2024,Sri Narayani Hospital,B+,135
07-01-2024,Sri Narayani Hospital,B+,137
08-01-2024,Sri Narayani Hospital,B+,141
09-01-2024,Sri Narayani Hospital,B+,132
10-01-2024,Sri Narayani Hospital,B+,129
11-01-2024,Sri Narayani Hospital,B+,143
12-01-2024,Sri Narayani Hospital,B+,131
13-01-2024,Sri Narayani Hospital,B+,138
14-01-2024,Sri Narayani Hospital,B+,144
15-01-2024,Sri Narayani Hospital,B+,140
16-01-2024,Sri Narayani Hospital,B+,137
17-01-2024,Sri Narayani Hospital,B+,135
18-01-2024,Sri Narayani Hospital,B+,128
19-01-2024,Sri Narayani Hospital,B+,138
20-01-2024,Sri Narayani Hospital,B+,129
21-01-2024,Sri Narayani Hospital,B+,129
22-01-2024,Sri Narayani Hospital,B+,127
23-01-2024,Sri Narayani Hospital,B+,134
24-01-2024,Sri Narayani Hospital,B+,134
25-01-2024,Sri Narayani Hospital,B+,137
26-01-2024,Sri Narayani Hospital,B+,135
27-01-2024,Sri Narayani Hospital,B+,131
28-01-2024,Sri Narayani Hospital,B+,140
29-01-2024,Sri Narayani Hospital,B+,129
30-01-2024,Sri Narayani Hospital,B+,131
01-01-2024,Sri Narayani Hospital,B-,128
02-01-2024,Sri Narayani Hospital,B-,118
03-01-2024,Sri Narayani Hospital,B-,127
04-01-2024,Sri Narayani Hospital,B-,124
05-01-2024,Sri Narayani Hospital,B-,132
06-01-2024,Sri Narayani Hospital,B-,122
07-01-2024,Sri Narayani Hospital,B-,122
08-01-2024,Sri Narayani Hospital,B-,121
09-01-2024,Sri Narayani Hospital,B-,122
10-01-2024,Sri Narayani Hospital,B-,128
11-01-2024,Sri Narayani Hospital,B-,133
12-01-2024,Sri Narayani Hospital,B-,120
13-01-2024,Sri Narayani Hospital,B-,115
14-01-2024,Sri Narayani Hospital,B-,129
15-01-2024,Sri Narayani Hospital,B-,115
16-01-2024,Sri Narayani Hospital,B-,131
17-01-2024,Sri Narayani Hospital,B-,115
18-01-2024,Sri Narayani Hospital,B-,129
19-01-2024,Sri Narayani Hospital,B-,116
20-01-2024,Sri Narayani Hospital,B-,128
21-01-2024,Sri Narayani Hospital,B-,122
22-01-2024,Sri Narayani Hospital,B-,122
23-01-2024,Sri Narayani Hospital,B-,133
24-01-2024,Sri Narayani Hospital,B-,121
25-01-2024,Sri Narayani Hospital,B-,133
26-01-2024,Sri Narayani Hospital,B-,120
27-01-2024,Sri Narayani Hospital,B-,120
28-01-2024,Sri Narayani Hospital,B-,117
29-01-2024,Sri Narayani Hospital,B-,121
30-01-2024,Sri Narayani Hospital,B-,133
01-01-2024,Sri Narayani Hospital,O+,141
02-01-2024,Sri Narayani Hospital,O+,136
03-01-2024,Sri Narayani Hospital,O+,136
04-01-2024,Sri Narayani Hospital,O+,122
05-01-2024,Sri Narayani Hospital,O+,141
06-01-2024,Sri Narayani Hospital,O+,128
07-01-2024,Sri Narayani Hospital,O+,125
08-01-2024,Sri Narayani Hospital,O+,127
09-01-2024,Sri Narayani Hospital,O+,122
10-01-2024,Sri Narayani Hospital,O+,126
11-01-2024,Sri Narayani Hospital,O+,122
12-01-2024,Sri Narayani Hospital,O+,125
13-01-2024,Sri Narayani Hospital,O+,123
14-01-2024,Sri Narayani Hospital,O+,131
15-01-2024,Sri Narayani Hospital,O+,126
16-01-2024,Sri Narayani Hospital,O+,131
17-01-2024,Sri Narayani Hospital,O+,122
18-01-2024,Sri Narayani Hospital,O+,127
19-01-2024,Sri Narayani Hospital,O+,134
20-01-2024,Sri Narayani Hospital,O+,136
21-01-2024,Sri Narayani Hospital,O+,125
22-01-2024,Sri Narayani Hospital,O+,134
23-01-2024,Sri Narayani Hospital,O+,141
24-01-2024,Sri Narayani Hospital,O+,136
25-01-2024,Sri Narayani Hospital,O+,129
26-01-2024,Sri Narayani Hospital,O+,126
27-01-2024,Sri Narayani Hospital,O+,136
28-01-2024,Sri Narayani Hospital,O+,125
29-01-2024,Sri Narayani Hospital,O+,133
30-01-2024,Sri Narayani Hospital,O+,134
01-01-2024,Sri Narayani Hospital,O-,128
02-01-2024,Sri Narayani Hospital,O-,128
03-01-2024,Sri Narayani Hospital,O-,113
04-01-2024,Sri Narayani Hospital,O-,113
05-01-2024,Sri Narayani Hospital,O-,120
06-01-2024,Sri Narayani Hospital,O-,114
07-01-2024,Sri Narayani Hospital,O-,129
08-01-2024,Sri Narayani Hospital,O-,120
09-01-2024,Sri Narayani Hospital,O-,119
10-01-2024,Sri Narayani Hospital,O-,117
11-01-2024,Sri Narayani Hospital,O-,115
12-01-2024,Sri Narayani Hospital,O-,115
13-01-2024,Sri Narayani Hospital,O-,117
14-01-2024,Sri Narayani Hospital,O-,124
15-01-2024,Sri Narayani Hospital,O-,123
16-01-2024,Sri Narayani Hospital,O-,120
17-01-2024,Sri Narayani Hospital,O-,121
18-01-2024,Sri Narayani Hospital,O-,122
19-01-2024,Sri Narayani Hospital,O-,117
20-01-2024,Sri Narayani Hospital,O-,127
21-01-2024,Sri Narayani Hospital,O-,110
22-01-2024,Sri Narayani Hospital,O-,124
23-01-2024,Sri Narayani Hospital,O-,117
24-01-2024,Sri Narayani Hospital,O-,120
25-01-2024,Sri Narayani Hospital,O-,121
26-01-2024,Sri Narayani Hospital,O-,121
27-01-2024,Sri Narayani Hospital,O-,113
28-01-2024,Sri Narayani Hospital,O-,125
29-01-2024,Sri Narayani Hospital,O-,113
30-01-2024,Sri Narayani Hospital,O-,114
01-01-2024,Sri Narayani Hospital,AB+,128
02-01-2024,Sri Narayani Hospital,AB+,135
03-01-2024,Sri Narayani Hospital,AB+,127
04-01-2024,Sri Narayani Hospital,AB+,137
05-01-2024,Sri Narayani Hospital,AB+,132
06-01-2024,Sri Narayani Hospital,AB+,126
07-01-2024,Sri Narayani Hospital,AB+,127
08-01-2024,Sri Narayani Hospital,AB+,129
09-01-2024,Sri Narayani Hospital,AB+,119
10-01-2024,Sri Narayani Hospital,AB+,132
11-01-2024,Sri Narayani Hospital,AB+,123
12-01-2024,Sri Narayani Hospital,AB+,132
13-01-2024,Sri Narayani Hospital,AB+,122
14-01-2024,Sri Narayani Hospital,AB+,119
15-01-2024,Sri Narayani Hospital,AB+,137
16-01-2024,Sri Narayani Hospital,AB+,126
17-01-2024,Sri Narayani Hospital,AB+,133
18-01-2024,Sri Narayani Hospital,AB+,133
19-01-2024,Sri Narayani Hospital,AB+,127
20-01-2024,Sri Narayani Hospital,AB+,127
21-01-2024,Sri Narayani Hospital,AB+,128
22-01-2024,Sri Narayani Hospital,AB+,138
23-01-2024,Sri Narayani Hospital,AB+,127
24-01-2024,Sri Narayani Hospital,AB+,121
25-01-2024,Sri Narayani Hospital,AB+,138
26-01-2024,Sri Narayani Hospital,AB+,129
27-01-2024,Sri Narayani Hospital,AB+,124
28-01-2024,Sri Narayani Hospital,AB+,120
29-01-2024,Sri Narayani Hospital,AB+,125
30-01-2024,Sri Narayani Hospital,AB+,136
01-01-2024,Sri Narayani Hospital,AB-,128
02-01-2024,Sri Narayani Hospital,AB-,129
03-01-2024,Sri Narayani Hospital,AB-,136
04-01-2024,Sri Narayani Hospital,AB-,124
05-01-2024,Sri Narayani Hospital,AB-,137
06-01-2024,Sri Narayani Hospital,AB-,123
07-01-2024,Sri Narayani Hospital,AB-,118
08-01-2024,Sri Narayani Hospital,AB-,134
09-01-2024,Sri Narayani Hospital,AB-,128
10-01-2024,Sri Narayani Hospital,AB-,135
11-01-2024,Sri Narayani Hospital,AB-,134
12-01-2024,Sri Narayani Hospital,AB-,124
13-01-2024,Sri Narayani Hospital,AB-,134
14-01-2024,Sri Narayani Hospital,AB-,137
15-01-2024,Sri Narayani Hospital,AB-,126
16-01-2024,Sri Narayani Hospital,AB-,134
17-01-2024,Sri Narayani Hospital,AB-,137
18-01-2024,Sri Narayani Hospital,AB-,125
19-01-2024,Sri Narayani Hospital,AB-,134
20-01-2024,Sri Narayani Hospital,AB-,124
21-01-2024,Sri Narayani Hospital,AB-,118
22-01-2024,Sri Narayani Hospital,AB-,130
23-01-2024,Sri Narayani Hospital,AB-,136
24-01-2024,Sri Narayani Hospital,AB-,136
25-01-2024,Sri Narayani Hospital,AB-,134
26-01-2024,Sri Narayani Hospital,AB-,130
27-01-2024,Sri Narayani Hospital,AB-,133
28-01-2024,Sri Narayani Hospital,AB-,125
29-01-2024,Sri Narayani Hospital,AB-,136
30-01-2024,Sri Narayani Hospital,AB-,135
01-01-2024,Scudder Memorial Hospital,A+,61
02-01-2024,Scudder Memorial Hospital,A+,45
03-01-2024,Scudder Memorial Hospital,A+,60
04-01-2024,Scudder Memorial Hospital,A+,61
05-01-2024,Scudder Memorial Hospital,A+,49
06-01-2024,Scudder Memorial Hospital,A+,62
07-01-2024,Scudder Memorial Hospital,A+,47
08-01-2024,Scudder Memorial Hospital,A+,44
09-01-2024,Scudder Memorial Hospital,A+,51
10-01-2024,Scudder Memorial Hospital,A+,50
11-01-2024,Scudder Memorial Hospital,A+,46
12-01-2024,Scudder Memorial Hospital,A+,53
13-01-2024,Scudder Memorial Hospital,A+,53
14-01-2024,Scudder Memorial Hospital,A+,62
15-01-2024,Scudder Memorial Hospital,A+,57
16-01-2024,Scudder Memorial Hospital,A+,45
17-01-2024,Scudder Memorial Hospital,A+,44
18-01-2024,Scudder Memorial Hospital,A+,61
19-01-2024,Scudder Memorial Hospital,A+,50
20-01-2024,Scudder Memorial Hospital,A+,51
21-01-2024,Scudder Memorial Hospital,A+,44
22-01-2024,Scudder Memorial Hospital,A+,46
23-01-2024,Scudder Memorial Hospital,A+,51
24-01-2024,Scudder Memorial Hospital,A+,58
25-01-2024,Scudder Memorial Hospital,A+,48
26-01-2024,Scudder Memorial Hospital,A+,46
27-01-2024,Scudder Memorial Hospital,A+,62
28-01-2024,Scudder Memorial Hospital,A+,44
29-01-2024,Scudder Memorial Hospital,A+,58
30-01-2024,Scudder Memorial Hospital,A+,51
01-01-2024,Scudder Memorial Hospital,A-,45
02-01-2024,Scudder Memorial Hospital,A-,45
03-01-2024,Scudder Memorial Hospital,A-,42
04-01-2024,Scudder Memorial Hospital,A-,47
05-01-2024,Scudder Memorial Hospital,A-,35
06-01-2024,Scudder Memorial Hospital,A-,51
07-01-2024,Scudder Memorial Hospital,A-,36
08-01-2024,Scudder Memorial Hospital,A-,45
09-01-2024,Scudder Memorial Hospital,A-,47
10-01-2024,Scudder Memorial Hospital,A-,49
11-01-2024,Scudder Memorial Hospital,A-,38
12-01-2024,Scudder Memorial Hospital,A-,41
13-01-2024,Scudder Memorial Hospital,A-,38
14-01-2024,Scudder Memorial Hospital,A-,32
15-01-2024,Scudder Memorial Hospital,A-,50
16-01-2024,Scudder Memorial Hospital,A-,47
17-01-2024,Scudder Memorial Hospital,A-,50
18-01-2024,Scudder Memorial Hospital,A-,35
19-01-2024,Scudder Memorial Hospital,A-,49
20-01-2024,Scudder Memorial Hospital,A-,33
21-01-2024,Scudder Memorial Hospital,A-,32
22-01-2024,Scudder Memorial Hospital,A-,46
23-01-2024,Scudder Memorial Hospital,A-,36
24-01-2024,Scudder Memorial Hospital,A-,51
25-01-2024,Scudder Memorial Hospital,A-,42
26-01-2024,Scudder Memorial Hospital,A-,41
27-01-2024,Scudder Memorial Hospital,A-,33
28-01-2024,Scudder Memorial Hospital,A-,34
29-01-2024,Scudder Memorial Hospital,A-,43
30-01-2024,Scudder Memorial Hospital,A-,51
01-01-2024,Scudder Memorial Hospital,B+,42
02-01-2024,Scudder Memorial Hospital,B+,35
03-01-2024,Scudder Memorial Hospital,B+,45
04-01-2024,Scudder Memorial Hospital,B+,36
05-01-2024,Scudder Memorial Hospital,B+,53
06-01-2024,Scudder Memorial Hospital,B+,45
07-01-2024,Scudder Memorial Hospital,B+,50
08-01-2024,Scudder Memorial Hospital,B+,43
09-01-2024,Scudder Memorial Hospital,B+,47
10-01-2024,Scudder Memorial Hospital,B+,50
11-01-2024,Scudder Memorial Hospital,B+,51
12-01-2024,Scudder Memorial Hospital,B+,52
13-01-2024,Scudder Memorial Hospital,B+,50
14-01-2024,Scudder Memorial Hospital,B+,47
15-01-2024,Scudder Memorial Hospital,B+,42
16-01-2024,Scudder Memorial Hospital,B+,41
17-01-2024,Scudder Memorial Hospital,B+,35
18-01-2024,Scudder Memorial Hospital,B+,46
19-01-2024,Scudder Memorial Hospital,B+,40
20-01-2024,Scudder Memorial Hospital,B+,42
21-01-2024,Scudder Memorial Hospital,B+,44
22-01-2024,Scudder Memorial Hospital,B+,47
23-01-2024,Scudder Memorial Hospital,B+,37
24-01-2024,Scudder Memorial Hospital,B+,46
25-01-2024,Scudder Memorial Hospital,B+,35
26-01-2024,Scudder Memorial Hospital,B+,38
27-01-2024,Scudder Memorial Hospital,B+,44
28-01-2024,Scudder Memorial Hospital,B+,39
29-01-2024,Scudder Memorial Hospital,B+,51
30-01-2024,Scudder Memorial Hospital,B+,43
01-01-2024,Scudder Memorial Hospital,B-,34
02-01-2024,Scudder Memorial Hospital,B-,49
03-01-2024,Scudder Memorial Hospital,B-,37
04-01-2024,Scudder Memorial Hospital,B-,38
05-01-2024,Scudder Memorial Hospital,B-,44
06-01-2024,Scudder Memorial Hospital,B-,42
07-01-2024,Scudder Memorial Hospital,B-,38
08-01-2024,Scudder Memorial Hospital,B-,40
09-01-2024,Scudder Memorial Hospital,B-,34
10-01-2024,Scudder Memorial Hospital,B-,44
11-01-2024,Scudder Memorial Hospital,B-,45
12-01-2024,Scudder Memorial Hospital,B-,39
13-01-2024,Scudder Memorial Hospital,B-,42
14-01-2024,Scudder Memorial Hospital,B-,45
15-01-2024,Scudder Memorial Hospital,B-,49
16-01-2024,Scudder Memorial Hospital,B-,46
17-01-2024,Scudder Memorial Hospital,B-,34
18-01-2024,Scudder Memorial Hospital,B-,43
19-01-2024,Scudder Memorial Hospital,B-,33
20-01-2024,Scudder Memorial Hospital,B-,51
21-01-2024,Scudder Memorial Hospital,B-,36
22-01-2024,Scudder Memorial Hospital,B-,51
23-01-2024,Scudder Memorial Hospital,B-,43
24-01-2024,Scudder Memorial Hospital,B-,40
25-01-2024,Scudder Memorial Hospital,B-,43
26-01-2024,Scudder Memorial Hospital,B-,36
27-01-2024,Scudder Memorial Hospital,B-,49
28-01-2024,Scudder Memorial Hospital,B-,39
29-01-2024,Scudder Memorial Hospital,B-,40
30-01-2024,Scudder Memorial Hospital,B-,35
01-01-2024,Scudder Memorial Hospital,O+,35
02-01-2024,Scudder Memorial Hospital,O+,31
03-01-2024,Scudder Memorial Hospital,O+,34
04-01-2024,Scudder Memorial Hospital,O+,45
05-01-2024,Scudder Memorial Hospital,O+,50
06-01-2024,Scudder Memorial Hospital,O+,49
07-01-2024,Scudder Memorial Hospital,O+,33
08-01-2024,Scudder Memorial Hospital,O+,50
09-01-2024,Scudder Memorial Hospital,O+,41
10-01-2024,Scudder Memorial Hospital,O+,47
11-01-2024,Scudder Memorial Hospital,O+,43
12-01-2024,Scudder Memorial Hospital,O+,41
13-01-2024,Scudder Memorial Hospital,O+,32
14-01-2024,Scudder Memorial Hospital,O+,39
15-01-2024,Scudder Memorial Hospital,O+,32
16-01-2024,Scudder Memorial Hospital,O+,39
17-01-2024,Scudder Memorial Hospital,O+,39
18-01-2024,Scudder Memorial Hospital,O+,38
19-01-2024,Scudder Memorial Hospital,O+,47
20-01-2024,Scudder Memorial Hospital,O+,31
21-01-2024,Scudder Memorial Hospital,O+,41
22-01-2024,Scudder Memorial Hospital,O+,38
23-01-2024,Scudder Memorial Hospital,O+,40
24-01-2024,Scudder Memorial Hospital,O+,37
25-01-2024,Scudder Memorial Hospital,O+,33
26-01-2024,Scudder Memorial Hospital,O+,33
27-01-2024,Scudder Memorial Hospital,O+,48
28-01-2024,Scudder Memorial Hospital,O+,35
29-01-2024,Scudder Memorial Hospital,O+,42
30-01-2024,Scudder Memorial Hospital,O+,42
01-01-2024,Scudder Memorial Hospital,O-,48
02-01-2024,Scudder Memorial Hospital,O-,58
03-01-2024,Scudder Memorial Hospital,O-,65
